8,2132,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
206,3038,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
115,2947,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
54,2886,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",112
130,2962,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
190,3022,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
70,2902,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",71
143,2975,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
125,2957,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",
231,1293,"['D074261598', 'D0982158', 'D0835111', 'D068538415', 'D045555244', 'D090655692', 'D087848953', 'D019915470', 'D0805931', 'D030851160', 'D0553019', 'D0681290', 'D047982000', 'D0617271', 'D0971688', 'D0851898', 'D067694457', 'D086164818', 'D0663259', 'D0550691', 'D044301989', 'D0958263', 'D0759470', 'D075091002', 'D0693832', 'D067020560', 'D068337018', 'D0667929', 'D0731581', 'D064206165', 'D0777365', 'D0596031', 'D0835201', 'D0813531', 'D010983836', 'D0709201', 'D092292840', 'D0745653', 'D092570559', 'D057960883', 'D049319231', 'D019896762', 'D066565512', 'D0614230', 'D009612341', 'D0802831', 'D094746419', 'D0909552', 'D074216901', 'D012180325', 'D0997076', 'D0715591', 'D002885865', 'D056375275', 'D087673111', 'D021950964', 'D086296595', 'D0940939', 'D037978433', 'D0846551', 'D009172333', 'D006100155', 'D051652050', 'D0761341', 'D039986894', 'D093412384', 'D052729102', 'D054558922', 'D063626193', 'D0695905', 'D034735596', 'D059080312', 'D034427385', 'D0833800', 'D0544775', 'D010454787', 'D096823200', 'D0913291', 'D0710478', 'D091737229', 'D016741638', 'D010819906', 'D099452698', 'D066754558', 'D0938241', 'D058463659', 'D0880712', 'D0672062', 'D077005649', 'D078382800', 'D0610091', 'D023456273', 'D060184467', 'D098625338', 'D0893108', 'D021193675', 'D056657401', 'D0501691', 'D0584662', 'D0768871', 'D0714290', 'D017077187', 'D063855265', 'D014326851', 'D0860813', 'D056235456', 'D0707922', 'D019896762', 'D000544450', 'D029029655', 'D045086588', 'D0927723', 'D023081314', 'D0827481', 'D066354918', 'D0959628', 'D005017317', 'D061044340', 'D074133970', 'D020086169', 'D023277007', 'D0627672', 'D011066422', 'D0873066', 'D092289970', 'D0546969', 'D0541410', 'D032062083', 'D003310052', 'D0688756', 'D0629864', 'D097541943', 'D0776944', 'D0942965', 'D052537363', 'D0707651', 'D049045659', 'D061516595', 'D067843008', 'D035664017', 'D0601510', 'D012171446', 'D0724056', 'D0897454', 'D0605704', 'D0628025', 'D061951365', 'D0695905', 'D0529866', 'D0660922', 'D005574841', 'D005234509', 'D092424678', 'D062844451', 'D0792739', 'D0792877', 'D048641531', 'D064791548', 'D048835138', 'D058509104', 'D030567993', 'D0776493', 'D0594387', 'D071783055', 'D059719946', 'D012774784', 'D082938673', 'D096197424', 'D0756454', 'D0600402', 'D035410638', 'D0700715', 'D0662534', 'D081563371', 'D061802650', 'D0908441', 'D0927291', 'D044763053', 'D0632190', 'D088117249', 'D0907697', 'D016165632', 'D0577017', 'D0679385', 'D078400344', 'D0744753', 'D019719856']",285
