D023783010,712_20
D023789128,1046_20
D023789128,1251_16
D023789128,1663_22
D023789128,1859_105
D023789128,2259_91
D023789128,2372_63
D023789128,2448_66
D023790827,1779_1
D023790827,1858_185
D023790827,2161_41
D023790827,490_45
D023790827,762_82
D023790827,78_114
D023791213,145_69
D023791213,1579_85
D023791213,2429_9
D023791213,397_110
D023791213,646_139
D023792937,1287_155
D023792937,176_105
D023792937,1986_148
D023792937,587_89
D023794931,1132_144
D023794931,119_20
D023794931,1277_115
D023794931,1491_142
D023794931,1969_13
D023794931,2126_36
D023794931,284_20
D023794931,69_89
D023794931,73_175
D023794931,81_67
D023794931,958_11
D023795358,1101_126
D023795358,1149_109
D023795358,1698_170
D023795358,2015_89
D023795358,2030_6
D023795358,2168_77
D023795358,2351_121
D023795358,332_34
D023795358,642_107
D023795358,976_73
D023798847,1341_0
D023798847,1543_102
D023798847,1741_81
D023798847,1940_56
D023798847,2220_47
D023798847,2272_20
D023798847,255_66
D023798847,271_134
D023798847,363_177
D023798847,701_88
D023798847,721_85
D023801738,1618_138
D023801738,1643_57
D023801738,2476_119
D023801738,415_16
D023801738,491_108
D023801738,535_179
D023803206,116_41
D023803206,124_133
D023803206,1306_80
D023803206,1458_147
D023803206,1782_181
D023803206,2288_67
D023803206,2377_10
D023803206,660_152
D023803206,661_133
D023804777,1138_165
D023804777,1211_160
D023804777,1255_18
D023804777,135_96
D023804777,1392_166
D023804777,151_75
D023804777,1714_155
D023804777,1734_155
D023804777,1961_169
D023804777,196_103
D023804777,2173_2
D023804777,2356_128
D023804777,2364_145
D023808355,1338_47
D023808355,1615_13
D023808355,2428_8
D023808355,548_46
D023808355,861_167
D023808355,955_67
D023813762,242_120
D023813762,933_146
D023813762,95_37
D023815131,1324_143
D023815131,138_15
D023815131,1575_132
D023815131,1890_84
D023815131,469_149
D023815926,1699_12
D023815926,1715_133
D023815926,190_105
D023815926,2115_7
D023815926,2255_92
D023815926,342_163
D023815926,435_133
D023815926,546_61
D023815926,83_26
D023826878,1153_1
D023826878,1155_32
D023826878,1165_182
D023826878,1414_136
D023826878,1729_45
D023826878,1921_107
D023826878,1965_77
D023826878,2369_119
D023826878,2462_83
D023826878,32_113
D023826878,469_160
D023830523,1098_84
D023830523,1237_17
D023830523,60_112
D023830523,866_20
D023832930,1005_76
D023832930,1663_130
D023832930,1931_124
D023832930,2022_105
D023832930,2433_165
D023832930,298_113
D023832930,327_81
D023832930,482_56
D023832930,485_70
D023835221,124_37
D023835221,1349_40
D023835221,1586_68
D023835221,1806_168
D023835221,2443_176
D023835221,407_171
D023835221,808_37
D023840362,2243_113
D023840362,498_172
D023840362,737_29
D023840362,789_32
D023848962,141_19
D023848962,2045_59
D023848962,258_1
D023848962,593_86
D023848962,878_90
D023848962,933_106
D023848962,940_182
D023853140,1221_108
