1332,1606_51
1332,1608_145
1332,1608_164
1332,1608_178
1332,1609_98
1332,161_10
1332,161_119
1332,1611_13
1332,1611_84
1332,1612_1
1332,1612_29
1332,1612_163
1332,1612_184
1332,1613_6
1332,1614_96
1332,1615_96
1332,1617_18
1332,1617_177
1332,1617_186
1332,1618_61
1332,1619_53
1332,1619_162
1332,1620_97
1332,1622_48
1332,1624_41
1332,1625_1
1332,1625_178
1332,1626_140
1332,1627_179
1332,163_39
1332,163_91
1332,1631_131
1332,1633_73
1332,1633_166
1332,1634_56
1332,1635_83
1332,1636_168
1332,1637_12
1332,1637_75
1332,1638_25
1332,1639_168
1332,164_54
1332,1640_127
1332,1643_73
1332,1644_67
1332,1646_103
1332,1647_185
1332,1648_94
1332,1648_125
1332,1651_101
1332,1652_86
1332,1652_178
1332,1653_85
1332,1653_98
1332,1653_105
1332,1653_177
1332,1654_168
1332,1654_180
1332,1655_9
1332,1656_2
1332,1656_168
1332,1657_18
1332,1658_160
1332,1658_178
1332,1658_183
1332,1659_163
1332,166_159
1332,1663_2
1332,1663_20
1332,1664_94
1332,1665_67
1332,1665_129
1332,1667_35
1332,1667_140
1332,1668_111
1332,1669_26
1332,167_40
1332,167_148
1332,1670_31
1332,1670_123
1332,1670_164
1332,1671_32
1332,1672_137
1332,1673_68
1332,1675_89
1332,1677_9
1332,1678_120
1332,1679_140
1332,1679_158
1332,1680_57
1332,1680_94
1332,1681_115
1332,1682_152
1332,1683_84
1332,1683_164
1332,1685_64
1332,1686_38
1332,1686_110
1332,1686_134
1332,1686_161
1332,1689_13
1332,1689_86
1332,169_22
1332,169_137
1332,1690_30
1332,1690_40
1332,1691_2
1332,1691_182
1332,1692_111
1332,1692_112
1332,1693_133
1332,1694_182
1332,1697_17
1332,1697_141
1332,1698_123
1332,1698_177
1332,1699_2
1332,1699_166
1332,17_129
1332,17_158
1332,170_43
1332,1700_109
1332,1702_23
1332,1702_92
1332,1703_23
1332,1703_97
1332,1703_125
1332,1704_92
1332,1704_125
1332,1707_100
1332,1708_59
1332,1708_63
1332,171_65
1332,171_109
1332,1710_37
1332,1712_94
1332,1714_69
1332,1714_115
1332,1715_10
1332,1716_18
1332,1716_125
1332,1716_175
1332,1718_79
1332,1718_81
1332,1719_43
1332,1719_189
1332,172_92
1332,1720_53
1332,1721_33
1332,1721_34
1332,1721_111
1332,1721_156
1332,1723_96
1332,1724_76
1332,1724_82
1332,1726_43
1332,1726_80
1332,1726_127
1332,1727_73
1332,1727_107
1332,1727_159
1332,1728_18
1332,1728_117
1332,1728_123
1332,173_76
1332,173_105
1332,173_159
1332,1731_120
1332,1733_99
1332,1734_68
1332,1735_60
1332,1735_165
1332,1735_174
1332,1736_90
1332,1736_135
1332,1737_35
1332,1737_46
1332,1738_32
1332,1739_173
1332,174_27
1332,1740_71
1332,1740_154
1332,1741_133
1332,1743_40
1332,1743_131
1332,1744_144
1332,1745_70
1332,1746_32
1332,1747_14
1332,1747_126
1332,1749_29
1332,1749_95
1332,175_138
1332,175_148
