3049,1030_9
3049,1031_133
3049,1036_171
3049,1050_127
3049,1063_140
3049,1067_134
3049,107_171
3049,1072_65
3049,1083_35
3049,1090_83
3049,1093_24
3049,1096_1
3049,1098_44
3049,1104_2
3049,1105_41
3049,1106_81
3049,1108_165
3049,1111_69
3049,113_101
3049,113_160
3049,1133_13
3049,1138_78
3049,114_132
3049,1140_39
3049,1141_142
3049,1149_75
3049,1152_174
3049,1160_148
3049,1160_150
3049,1162_18
3049,1169_123
3049,1172_70
3049,1173_141
3049,1178_21
3049,1178_114
3049,1180_33
3049,1180_74
3049,1192_164
3049,12_140
3049,1206_59
3049,1211_25
3049,1213_134
3049,1215_98
3049,1219_72
3049,1219_74
3049,1223_61
3049,1229_171
3049,1235_15
3049,1243_115
3049,1245_131
3049,1245_138
3049,1251_25
3049,1260_45
3049,1267_157
3049,127_9
3049,1279_103
3049,1282_132
3049,1289_137
3049,1308_11
3049,1319_16
3049,132_160
3049,1325_65
3049,1334_79
3049,1336_40
3049,1342_69
3049,1346_44
3049,1357_13
3049,1358_145
3049,1359_121
3049,1369_161
3049,1373_63
3049,1382_152
3049,1382_163
3049,1387_126
3049,1390_25
3049,1393_42
3049,14_11
3049,14_155
3049,1400_90
3049,1407_125
3049,1409_14
3049,141_55
3049,1410_96
3049,1411_0
3049,1421_26
3049,1426_47
3049,143_40
3049,1430_43
3049,1431_95
3049,1432_90
3049,1433_92
3049,1434_32
3049,144_23
3049,1449_23
3049,1449_129
3049,1456_82
3049,1460_104
3049,1460_187
3049,1462_69
3049,1467_141
3049,1471_147
3049,1479_82
3049,1481_141
3049,1482_163
3049,1486_56
3049,1489_74
3049,1500_36
3049,151_58
3049,151_65
3049,1512_6
3049,1516_162
3049,1519_117
3049,152_10
3049,152_89
3049,1522_184
3049,1526_103
3049,1529_58
3049,1532_108
3049,1536_127
3049,1536_177
3049,1539_132
3049,1540_91
3049,1541_17
3049,1555_73
3049,1558_134
3049,157_125
3049,1572_153
3049,1575_144
3049,1584_39
3049,1589_1
3049,1594_175
3049,160_153
3049,1611_169
3049,1613_154
3049,1616_37
3049,162_33
3049,1621_66
3049,1621_120
3049,1629_24
3049,1630_12
3049,1631_10
3049,1632_106
3049,1634_173
3049,1635_158
3049,1637_31
3049,1638_34
3049,1643_168
3049,1655_161
3049,1669_12
3049,1673_159
3049,1675_141
3049,1678_122
3049,1684_118
3049,1691_122
3049,1693_103
3049,1696_98
3049,1703_36
3049,1709_170
3049,1713_125
3049,1721_13
3049,1727_24
3049,1728_173
3049,173_68
3049,1730_87
3049,1738_80
3049,1743_70
3049,1758_71
3049,176_143
3049,1767_113
3049,1770_97
3049,1771_67
3049,1772_133
3049,1773_141
3049,1777_101
3049,1778_110
3049,1778_139
3049,1786_141
3049,1789_66
3049,1790_122
3049,1790_126
3049,1791_175
3049,1793_27
3049,1799_155
3049,18_14
3049,1802_60
3049,182_121
3049,1829_179
3049,184_114
3049,1840_101
3049,1843_128
3049,1861_45
3049,1871_9
3049,1872_32
3049,1875_185
3049,1878_119
3049,188_124
3049,1887_89
3049,1902_23
3049,1902_170
3049,1909_171
3049,1912_25
3049,1915_152
3049,1916_161
3049,192_38
3049,1923_91
3049,1926_79
3049,1932_128
3049,1940_169
